state,year,population,population_adult,population_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Pennsylvania,2006,12440621,9614874,7839414,NA,NA,NA,0,2,2,1,12,13,0,0,0,0,0,0,3,91,94,0,2,2,0,5,5,4,122,126
Pennsylvania,2005,11948862,9169144,7509685,NA,NA,NA,0,1,1,0,10,10,0,0,0,0,0,0,7,117,124,0,1,1,1,9,10,8,141,149
Pennsylvania,2004,11971696,9143952,7471991,NA,NA,NA,0,1,1,0,21,21,0,0,0,0,1,1,4,122,126,0,2,2,0,8,8,4,160,164
Pennsylvania,2003,11935566,9118093,7458852,NA,NA,NA,0,1,1,1,16,17,0,0,0,0,0,0,0,110,110,0,0,0,0,6,6,1,146,147
Pennsylvania,2002,11913892,9063268,7388686,NA,NA,NA,0,1,1,0,17,17,0,0,0,0,0,0,5,93,98,0,3,3,0,4,4,5,123,128
Pennsylvania,2001,11856640,9061561,7385893,NA,NA,NA,0,2,2,0,15,15,0,0,0,0,0,0,7,80,87,0,2,2,0,4,4,8,116,124
Pennsylvania,2000,11790241,8928607,7240949,NA,NA,NA,0,3,3,0,13,13,0,0,0,0,0,0,6,88,94,0,0,0,0,5,5,6,112,118
Pennsylvania,1999,11796561.9,8942820,7253907.9,NA,NA,NA,0,0,0,1,11,12,0,1,1,0,0,0,4,87,91,0,0,0,0,9,9,5,110,115
Pennsylvania,1998,11802882.8,8957033,7266866.8,0,0,0,0,4,4,0,20,20,0,0,0,NA,NA,NA,2,87,89,NA,NA,NA,1,10,11,NA,NA,NA
Pennsylvania,1997,11809203.7,8971246,7279825.7,0,4,4,0,3,3,1,18,19,0,0,0,NA,NA,NA,4,67,71,NA,NA,NA,0,8,8,NA,NA,NA
Pennsylvania,1996,11815524.6,8985459,7292784.6,0,3,3,0,1,1,3,28,31,0,0,0,NA,NA,NA,4,70,74,NA,NA,NA,0,10,10,NA,NA,NA
Pennsylvania,1995,11821845.5,8999672,7305743.5,0,3,3,0,9,9,5,33,38,0,2,2,NA,NA,NA,4,50,54,NA,NA,NA,0,15,15,NA,NA,NA
Pennsylvania,1994,11828166.4,9013885,7318702.4,0,1,1,0,0,0,0,24,24,0,0,0,NA,NA,NA,4,58,62,NA,NA,NA,0,6,6,NA,NA,NA
Pennsylvania,1993,11834487.3,9028098,7331661.3,0,2,2,0,0,0,2,7,9,0,0,0,NA,NA,NA,2,63,65,NA,NA,NA,1,2,3,NA,NA,NA
Pennsylvania,1992,11840808.2,9042311,7344620.2,0,2,2,0,5,5,0,13,13,0,0,0,NA,NA,NA,3,55,58,NA,NA,NA,0,4,4,NA,NA,NA
Pennsylvania,1991,11847129.1,9056524,7357579.1,0,1,1,0,2,2,0,19,19,0,0,0,NA,NA,NA,1,54,55,NA,NA,NA,0,3,3,NA,NA,NA
Pennsylvania,1990,11853450,9070737,7370538,0,1,1,1,4,5,NA,NA,NA,0,0,0,NA,NA,NA,3,49,52,NA,NA,NA,0,7,7,NA,NA,NA
Pennsylvania,1989,11855579,9035763.3,7364384.2,0,3,3,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA,3,46,49,NA,NA,NA,0,7,7,NA,NA,NA
Pennsylvania,1988,11857708,9000789.6,7358230.4,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,2,38,40,NA,NA,NA,0,7,7,NA,NA,NA
Pennsylvania,1987,11859837,8965815.9,7352076.6,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,43,44,NA,NA,NA,0,3,3,NA,NA,NA
Pennsylvania,1986,11861966,8930842.2,7345922.8,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,2,25,27,NA,NA,NA,0,7,7,NA,NA,NA
Pennsylvania,1985,11864095,8895868.5,7339769,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,3,29,32,NA,NA,NA,0,2,2,NA,NA,NA
Pennsylvania,1984,11866224,8860894.8,7333615.2,0,4,4,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,31,32,NA,NA,NA,1,3,4,NA,NA,NA
Pennsylvania,1983,11868353,8825921.1,7327461.4,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,21,22,NA,NA,NA,0,5,5,NA,NA,NA
Pennsylvania,1982,11870482,8790947.4,7321307.6,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,18,19,NA,NA,NA,0,1,1,NA,NA,NA
Pennsylvania,1981,11872611,8755973.7,7315153.8,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,22,23,NA,NA,NA,0,3,3,NA,NA,NA
Pennsylvania,1980,11874740,8721e3,7309e3,1,0,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,17,17,NA,NA,NA,0,4,4,NA,NA,NA
Pennsylvania,1979,11864506,864e4,7251710,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,16,16,NA,NA,NA,0,3,3,NA,NA,NA
Pennsylvania,1978,11854272,8559e3,7194420,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,10,11,NA,NA,NA,0,4,4,NA,NA,NA
