agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
State Police: Magoffin County,1985,Kentucky,0,KY077SP,0,0,2,0,0,10,10,0,0,0,0,0,0,35,11,2,1,21,0,62,47,12,3,37,28,16,9,3,172,0,35,45,127,172,0,0,10,10,0,0,0,0,0,0,31,11,2,1,17,0,6,5,1,0,11,5,3,2,0,63,0,31,41,22,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,3,4,2,2,0,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1984,Kentucky,0,KY077SP,0,0,1,2,0,1,1,0,0,0,0,0,0,33,20,2,2,6,3,79,68,8,3,56,32,15,14,3,203,0,30,33,167,200,2,0,0,0,0,0,0,0,0,0,28,16,2,1,6,3,12,11,1,0,17,6,3,2,1,65,0,25,27,35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,3,1,2,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
State Police: Magoffin County,1983,Kentucky,0,KY077SP,0,0,1,1,0,3,3,0,2,0,0,0,2,17,11,1,1,3,1,64,50,13,1,46,13,9,2,2,146,0,16,22,123,145,1,0,3,3,0,2,0,0,0,2,13,9,0,0,3,1,5,3,2,0,9,0,0,0,0,33,0,12,18,14,32,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,2,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
State Police: Magoffin County,1982,Kentucky,0,KY077SP,0,0,0,4,0,1,1,0,2,0,1,0,1,9,4,3,0,2,0,27,23,4,0,35,12,8,3,1,90,0,9,16,74,90,2,0,1,1,0,0,0,0,0,0,6,3,3,0,0,0,3,2,1,0,10,1,1,0,0,23,0,6,9,14,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,5,0,0,0,0,8,0,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1981,Kentucky,0,KY077SP,0,0,2,0,0,1,1,0,2,1,0,0,1,30,16,1,0,11,2,49,36,11,2,25,7,4,3,0,114,0,28,31,81,112,0,0,1,1,0,0,0,0,0,0,24,11,1,0,10,2,6,3,1,2,2,1,1,0,0,34,0,22,23,9,32,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,0,1,1,0,0,0,0,0,5,0,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1980,Kentucky,0,KY077SP,0,0,2,1,0,1,1,0,2,2,0,0,0,9,6,0,0,3,0,50,44,6,0,21,22,13,4,5,106,0,9,13,93,106,1,0,1,1,0,0,0,0,0,0,5,3,0,0,2,0,4,3,1,0,2,1,1,0,0,14,0,5,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1979,Kentucky,0,KY077SP,0,0,0,5,0,1,1,0,1,1,0,0,0,8,5,0,3,0,0,47,43,4,0,29,12,6,4,2,103,0,8,15,88,103,5,0,1,1,0,0,0,0,0,0,6,4,0,2,0,0,16,15,1,0,11,2,1,1,0,41,0,6,12,29,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1978,Kentucky,0,KY077SP,0,0,0,3,0,0,0,0,1,0,0,1,0,3,1,1,1,0,0,41,35,6,0,14,13,13,0,0,75,0,3,7,68,75,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,6,1,0,0,1,1,0,0,11,0,1,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1977,Kentucky,0,KY077SP,0,0,0,2,0,0,0,0,1,1,0,0,0,48,11,0,7,0,30,47,40,7,0,20,19,19,0,0,137,0,18,21,86,107,1,0,0,0,0,0,0,0,0,0,35,5,0,2,0,28,5,4,1,0,5,4,4,0,0,50,0,7,8,14,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1976,Kentucky,0,KY077SP,0,0,4,3,1,2,2,0,1,1,0,0,0,25,7,2,4,0,12,25,21,4,0,21,18,18,0,0,96,0,13,19,64,83,3,1,1,1,0,0,0,0,0,0,23,5,2,4,0,12,0,0,0,0,5,1,1,0,0,34,0,11,15,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1975,Kentucky,0,KY077SP,0,0,1,2,1,0,0,0,5,4,0,0,1,10,3,0,1,0,6,27,26,0,1,17,15,15,0,0,77,0,4,11,59,70,2,1,0,0,0,1,1,0,0,0,9,2,0,1,0,6,4,4,0,0,1,2,2,0,0,20,0,3,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1974,Kentucky,0,KY077SP,0,0,0,4,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,26,24,2,0,8,5,3,2,0,47,0,3,8,39,47,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,3,1,2,0,11,0,2,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1973,Kentucky,0,KY077SP,0,0,0,0,2,4,3,1,0,0,0,0,0,6,3,1,0,1,1,8,8,0,0,7,4,4,0,0,30,2,5,9,19,28,0,2,3,2,1,0,0,0,0,0,5,2,1,0,1,1,1,1,0,0,3,1,1,0,0,14,1,4,7,5,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1972,Kentucky,0,KY077SP,0,0,0,3,0,0,0,0,0,0,0,0,0,10,5,1,1,3,0,10,7,1,2,9,6,6,0,0,38,3,10,13,25,38,3,0,0,0,0,0,0,0,0,0,10,5,1,1,3,0,1,1,0,0,5,2,2,0,0,21,3,10,13,8,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Magoffin County,1971,Kentucky,0,KY077SP,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,17,17,0,0,10,3,3,0,0,34,0,4,4,30,34,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,4,4,0,0,2,1,1,0,0,10,0,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
